date,open,high,low,close,volume
2017-07-10,210.4242,211.0239,210.12,210.6502,36663300
2017-07-11,210.6501,210.8066,209.3291,210.4937,50354600
2017-07-12,211.4584,212.2406,211.4584,212.0755,59610400
2017-07-13,212.0842,212.5448,211.8582,212.4318,39471600
2017-07-14,212.4319,213.779,212.3363,213.4227,60262700
2017-07-17,213.3444,213.7269,213.2228,213.3966,33531900
2017-07-18,212.9881,213.5617,212.6491,213.5096,42742500
2017-07-19,213.8224,214.6742,213.8137,214.6655,51034300
2017-07-20,214.9176,215.0393,214.2136,214.7611,47135200
2017-07-21,214.1875,214.596,213.9615,214.5699,82340800
2017-07-24,214.4916,214.6568,214.0484,214.5177,46622300
2017-07-25,215.2652,215.3695,214.8132,215.0392,54915600
2017-07-26,215.3261,215.3608,214.7872,215.0479,47575400
2017-07-27,215.5086,215.5433,213.5269,214.848,70766600
2017-07-28,214.37,214.7264,213.9181,214.596,50088400
2017-07-31,214.9958,215.0914,214.2657,214.4743,65838700
2017-08-01,215.0741,215.1088,214.4309,214.9524,55050400
2017-08-02,215.0827,215.1956,214.1266,215.0566,47211200
2017-08-03,214.9437,214.9697,214.3613,214.6395,40856000
2017-08-04,215.1261,215.3608,214.6481,215.0305,60191800
2017-08-07,215.1001,215.4303,214.9957,215.4303,31995000
2017-08-08,215.1175,216.3342,214.5265,214.9002,61719400
2017-08-09,214.2136,214.9437,213.8573,214.8915,62632600
2017-08-10,214.0571,214.1875,211.8061,211.8582,120479500
2017-08-11,212.0842,212.7622,211.8496,212.1711,74869900
2017-08-14,213.4488,214.4917,213.414,214.2745,73291900
