filing_date,transaction_date,form,issuer,ticker,issuer_cik,table,security,code,code_label,acquired_disposed,shares,price_per_share,value_usd,shares_owned_after,direct_indirect,deriv_exercise_price,deriv_underlying_shares,rule_10b5_1,accession,url
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,61329,847.32,51965288.28,166885691,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,29034,848.30,24629542.2,166856657,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,60495,849.38,51383243.1,166796162,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,64253,850.35,54637538.55,166731909,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,32643,851.12,27783110.16,166699266,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,46965,852.44,40034844.6,166652301,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-04-29,2022-04-28,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,36034,853.32,30748532.88,166616267,I,,,,0000899243-22-015989,https://www.sec.gov/Archives/edgar/data/1494730/000089924322015989/doc4.xml
2022-06-15,2022-06-13,4,"Endeavor Group Holdings, Inc.",EDR,0001766363,nonderiv,Class A Common Stock,M,exercise/conversion of derivative,A,7583,0.00,0.0,7583,D,,,,0000899243-22-022688,https://www.sec.gov/Archives/edgar/data/1494730/000089924322022688/doc4.xml
2022-06-15,2022-06-13,4,"Endeavor Group Holdings, Inc.",EDR,0001766363,deriv,Restricted Stock Unit,M,exercise/conversion of derivative,D,7583,0.00,0.0,0,D,,7583,,0000899243-22-022688,https://www.sec.gov/Archives/edgar/data/1494730/000089924322022688/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,35693,887.905,31691993.16,160649830,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,29066,888.684,25830489.14,160620764,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,35107,889.813,31238664.99,160585657,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15170,891.09,13517835.3,160570487,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,59667,891.817,53212044.94,160510820,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,20628,892.749,18415626.37,160490192,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6152,893.812,5498731.42,160484040,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,17717,895.062,15857813.45,160466323,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,42430,895.754,38006842.22,160423893,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,30343,896.733,27209569.42,160393550,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,38790,897.945,34831286.55,160354760,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,60728,898.942,54590949.78,160294032,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,64783,899.85,58294982.55,160229249,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,44887,900.931,40440089.8,160184362,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,48949,901.888,44146515.71,160135413,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,95114,902.762,85865304.87,160040299,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,96047,903.898,86816691.21,159944252,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,134384,904.826,121594137.18,159809868,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,58886,905.823,53340293.18,159750982,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10078,906.885,9139587.03,159740904,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,12276,908.088,11147688.29,159728628,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,38973,908.819,35419402.89,159689655,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1871,909.758,1702157.22,159687784,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,14433,911.177,13151017.64,159673351,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10100,911.752,9208695.2,159663251,I,,,,0000899243-22-028176,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028176/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,26730,857.541,22922070.93,162936521,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,48720,858.688,41835279.36,162887801,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,36197,859.471,31110271.79,162851604,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,141979,860.493,122171935.65,162709625,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,96657,861.585,83278221.34,162612968,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,105825,862.43,91266654.75,162507143,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,118820,863.587,102611407.34,162388323,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,112559,864.381,97293860.98,162275764,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,85403,865.557,73921164.47,162190361,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,61957,866.502,53685864.41,162128404,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,45073,867.564,39103712.17,162083331,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,17787,868.379,15445857.27,162065544,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37058,869.391,32217891.68,162028486,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,64472,870.483,56121779.98,161964014,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,79800,871.602,69553839.6,161884214,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,96425,872.451,84126087.67,161787789,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,96530,873.495,84318472.35,161691259,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,91072,874.433,79636362.18,161600187,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,113483,875.469,99350848.53,161486704,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,123082,876.467,107877311.29,161363622,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,58161,877.45,51033369.45,161305461,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,109041,878.519,95794590.28,161196420,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,85557,879.489,75246440.37,161110863,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,87342,880.444,76899739.85,161023521,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,79205,881.487,69818177.83,160944316,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,102594,882.38,90526893.72,160841722,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,55775,883.326,49267507.65,160785947,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,30656,884.437,27113300.67,160755291,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,22159,885.335,19618138.27,160733132,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-05,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,47609,886.961,42227326.25,160685523,I,,,,0000899243-22-028174,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028174/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6749,897.878,6059778.62,158132203,I,,,,0000899243-22-028184,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028184/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10876,898.838,9775762.09,158121327,I,,,,0000899243-22-028184,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028184/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,21310,899.859,19175995.29,158100017,I,,,,0000899243-22-028184,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028184/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19745,900.615,17782643.18,158080272,I,,,,0000899243-22-028184,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028184/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,900,901.40,811260.0,158079372,I,,,,0000899243-22-028184,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028184/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,60567,867.914,52566947.24,159602684,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,164234,868.861,142696517.47,159438450,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,127602,869.749,110981711.9,159310848,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,116658,870.746,101579486.87,159194190,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,107868,871.837,94043313.52,159086322,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,91107,872.867,79524293.77,158995215,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,63161,873.812,55190839.73,158932054,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,35720,874.716,31244855.52,158896334,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,28724,875.818,25156996.23,158867610,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,32705,876.69,28672146.45,158834905,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,20692,877.858,18164637.74,158814213,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,21896,878.857,19243452.87,158792317,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19407,880.049,17079110.94,158772910,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37139,880.837,32713405.34,158735771,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,55272,881.824,48740176.13,158680499,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,44748,882.843,39505458.56,158635751,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,40594,883.876,35880062.34,158595157,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,19565,884.762,17310368.53,158575592,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,23154,886.06,20515833.24,158552438,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,34676,886.948,30755808.85,158517762,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,46539,887.75,41314997.25,158471223,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10781,888.892,9583144.65,158460442,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,21989,890.053,19571375.42,158438453,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,36257,890.776,32296865.43,158402196,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,53180,891.779,47424807.22,158349016,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,35542,892.859,31733994.58,158313474,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,47926,893.878,42839997.03,158265548,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,72084,894.836,64503358.22,158193464,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,44963,895.79,40277405.77,158148501,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-08,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9549,896.56,8561251.44,158138952,I,,,,0000899243-22-028181,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028181/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,435,872.469,379524.02,155058484,I,,,,0000899243-22-028189,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028189/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,13292,874.286,11621009.51,155045192,I,,,,0000899243-22-028189,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028189/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6048,876.629,5301852.19,155039144,I,,,,0000899243-22-028189,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028189/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,18630,838.571,15622577.73,158060742,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8053,839.98,6764358.94,158052689,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
2022-08-09,2022-08-09,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,106535,840.891,89584322.69,157946154,I,,,,0000899243-22-028188,https://www.sec.gov/Archives/edgar/data/1494730/000089924322028188/doc4.xml
